Id,algebra,programming,data science,robotics,economics,finance,job,salary
13874,82,55,62,83,95,71,economist,460000
13875,80,84,62,89,56,63,developer,360000
13876,53,81,88,86,92,82,logistics manager,600000
13877,75,98,82,64,68,74,developer,430000
13878,75,80,61,75,67,56,finance director,930000
13879,98,67,71,85,63,73,junior developer,160000
13880,81,74,70,66,88,70,economist,360000
13881,68,69,57,90,74,67,developer,330000
13882,62,78,77,68,73,95,finance director,1240000
13883,98,61,88,87,62,67,logistics manager,550000
13884,78,97,59,64,89,69,robotics engineer,880000
13885,75,57,63,78,60,78,logistics manager,530000
13886,52,89,91,76,77,96,economist,410000
13887,93,96,97,95,95,62,economist,400000
13888,97,98,56,63,81,84,senior developer,660000
13889,74,77,64,80,89,96,developer,320000
13890,81,71,60,77,66,99,data scientist,800000
13891,74,50,96,61,65,95,robotics engineer,700000
13892,63,78,66,82,52,84,finance director,1080000
13893,65,74,82,70,78,87,developer,310000
13894,79,60,74,98,97,77,developer,310000
13895,51,67,57,80,55,60,robotics engineer,790000
13896,50,90,88,86,72,84,economist,370000
13897,89,53,83,52,99,72,finance director,1100000
13898,67,55,94,98,50,88,robotics engineer,980000
13899,56,58,66,74,79,98,senior developer,440000
13900,70,76,72,66,67,71,robotics engineer,970000
13901,69,57,61,68,57,76,robotics engineer,890000
13902,96,84,68,54,64,89,developer,320000
13903,73,56,80,86,94,69,senior developer,550000
13904,91,63,56,58,55,71,data scientist,730000
13905,61,84,86,62,78,71,senior developer,520000
13906,51,59,81,74,75,83,data scientist,720000
13907,64,75,63,68,86,63,junior developer,150000
13908,56,98,50,69,74,67,data scientist,730000
13909,84,57,56,56,79,50,junior developer,170000
13910,60,73,73,63,65,71,junior developer,160000
13911,74,50,84,65,61,66,senior developer,480000
13912,90,90,89,59,93,53,data scientist,1010000
13913,66,84,60,78,64,62,robotics engineer,1040000
13914,56,91,60,64,99,57,finance director,1140000
13915,73,73,52,77,75,92,economist,350000
13916,78,70,87,62,59,58,economist,340000
13917,62,79,87,81,84,98,data scientist,760000
13918,87,90,89,93,75,82,developer,340000
13919,95,81,69,93,65,85,logistics manager,670000
13920,76,58,98,89,79,79,senior developer,570000
13921,66,96,54,84,97,68,junior developer,170000
13922,73,87,60,66,75,90,junior developer,170000
13923,75,83,65,52,78,85,junior developer,150000
13924,72,67,84,98,76,57,developer,290000
13925,83,59,83,68,72,57,junior developer,140000
13926,89,60,84,76,84,69,senior developer,520000
13927,82,85,53,93,59,86,logistics manager,520000
13928,66,98,75,97,80,64,senior developer,720000
13929,92,82,80,58,69,61,developer,360000
13930,55,70,70,57,83,62,senior developer,490000
13931,63,69,79,94,80,69,robotics engineer,960000
13932,57,57,64,92,67,68,economist,310000
13933,95,60,88,68,68,58,developer,300000
13934,91,72,51,52,89,71,robotics engineer,860000
13935,77,67,75,59,85,87,logistics manager,460000
13936,67,62,70,84,66,81,economist,370000
13937,72,95,66,71,97,81,logistics manager,610000
13938,78,59,72,52,62,64,logistics manager,470000
13939,66,73,84,50,92,65,senior developer,480000
13940,93,94,68,69,62,85,finance director,1280000
13941,88,93,57,77,81,52,robotics engineer,880000
13942,92,83,64,75,69,79,logistics manager,630000
13943,54,52,73,99,79,58,developer,200000
13944,62,57,80,81,62,58,finance director,1070000
13945,85,59,96,88,56,53,data scientist,740000
13946,72,51,68,78,50,59,developer,270000
13947,74,98,73,84,67,82,senior developer,730000
13948,63,95,52,63,80,90,finance director,1150000
13949,74,73,96,58,84,96,robotics engineer,830000
13950,91,89,72,65,78,85,data scientist,960000
13951,63,66,58,67,72,97,economist,400000
13952,82,80,90,96,96,85,finance director,1470000
13953,93,93,85,98,78,95,junior developer,190000
13954,69,67,68,68,84,92,developer,280000
13955,72,98,57,53,70,60,developer,360000
13956,85,65,98,53,69,57,logistics manager,500000
13957,81,83,78,55,99,96,developer,300000
13958,51,51,74,95,67,62,robotics engineer,810000
13959,74,65,83,57,77,60,logistics manager,590000
13960,64,51,93,69,65,83,finance director,1080000
13961,64,88,51,98,62,95,logistics manager,580000
13962,66,65,92,97,84,96,economist,390000
13963,62,84,98,84,86,59,logistics manager,650000
13964,57,56,86,94,66,55,senior developer,490000
13965,97,72,80,54,79,86,logistics manager,490000
13966,78,78,56,80,96,84,developer,370000
13967,67,79,66,50,69,87,economist,370000
13968,61,62,92,73,77,72,senior developer,460000
13969,71,52,76,90,70,75,logistics manager,450000
13970,81,68,76,53,98,69,developer,340000
13971,58,92,75,98,79,72,economist,350000
13972,91,89,72,69,57,79,logistics manager,610000
13973,99,90,50,82,74,57,finance director,1140000
13974,95,57,66,52,53,90,finance director,1060000
13975,58,55,81,66,65,94,senior developer,510000
13976,62,74,76,68,57,89,junior developer,160000
13977,98,77,55,68,80,66,finance director,1020000
13978,65,79,96,51,91,91,logistics manager,530000
13979,63,89,71,96,56,58,logistics manager,500000
13980,53,58,99,73,55,91,robotics engineer,930000
13981,80,78,87,94,69,99,finance director,1180000
13982,84,61,73,52,94,52,data scientist,750000
13983,59,66,59,60,83,81,junior developer,120000
13984,98,63,74,75,87,83,senior developer,490000
13985,98,73,76,80,61,95,junior developer,180000
13986,91,66,83,82,96,92,economist,460000
13987,54,70,82,56,54,59,finance director,940000
13988,56,80,79,97,77,83,robotics engineer,960000
13989,98,69,98,68,58,80,senior developer,640000
13990,83,93,95,71,80,87,robotics engineer,910000
13991,78,91,79,74,80,57,junior developer,150000
13992,61,93,81,65,68,89,data scientist,1000000
13993,70,99,63,90,82,61,junior developer,190000
13994,78,97,70,52,92,93,developer,330000
13995,94,90,82,80,98,74,economist,480000
13996,91,83,63,82,64,62,developer,360000
13997,77,55,98,91,86,55,data scientist,650000
13998,70,70,72,87,82,99,finance director,1090000
13999,90,73,81,72,57,85,logistics manager,620000
14000,65,87,54,69,76,63,junior developer,140000
14001,83,62,69,89,51,84,junior developer,140000
14002,81,91,81,64,62,67,developer,350000
14003,58,75,71,75,74,67,finance director,1090000
14004,56,57,66,63,66,77,finance director,890000
14005,80,76,73,76,80,71,data scientist,770000
14006,87,59,81,76,72,66,finance director,1080000
14007,93,85,95,65,87,53,junior developer,200000
14008,62,79,66,68,75,53,junior developer,150000
14009,86,66,85,64,83,67,data scientist,750000
14010,57,79,52,81,81,70,senior developer,500000
14011,62,56,56,68,72,85,senior developer,380000
14012,90,94,71,73,85,61,logistics manager,630000
14013,92,51,88,50,54,60,logistics manager,480000
14014,50,56,77,94,73,94,developer,240000
14015,86,55,68,69,74,88,economist,370000
14016,59,50,89,68,77,57,junior developer,120000
14017,73,84,62,53,98,68,junior developer,140000
14018,76,82,85,52,88,95,junior developer,160000
14019,57,74,51,93,80,71,developer,250000
14020,59,52,89,51,85,70,data scientist,600000
14021,91,91,94,71,68,67,economist,460000
14022,79,82,90,96,70,81,economist,430000
14023,82,98,51,80,52,99,developer,430000
14024,65,91,92,79,81,96,logistics manager,580000
14025,79,80,89,82,61,63,finance director,1170000
14026,92,98,60,80,74,98,developer,460000
14027,94,96,73,95,61,63,junior developer,190000
14028,77,72,99,83,54,85,developer,310000
14029,87,56,70,84,99,58,robotics engineer,980000
14030,53,98,69,60,94,66,developer,360000
14031,65,80,60,55,74,99,data scientist,800000
14032,80,65,69,87,84,51,robotics engineer,940000
14033,69,91,52,87,57,80,developer,370000
14034,63,93,86,98,60,83,finance director,1210000
14035,77,85,82,96,78,59,senior developer,660000
14036,98,54,68,93,87,98,economist,420000
14037,67,81,62,89,82,87,finance director,1050000
14038,58,68,97,76,96,81,finance director,1230000
14039,56,95,68,77,90,99,robotics engineer,920000
14040,53,58,62,61,77,83,finance director,940000
14041,88,63,76,86,61,94,data scientist,660000
14042,86,79,61,88,66,53,logistics manager,560000
14043,56,62,90,58,78,57,senior developer,430000
14044,76,76,50,83,92,70,logistics manager,580000
14045,58,63,90,74,97,58,senior developer,550000
14046,59,70,65,87,50,51,developer,300000
14047,91,89,77,77,63,59,senior developer,680000
14048,93,75,65,95,62,70,senior developer,600000
14049,89,57,64,64,64,61,data scientist,760000
14050,93,81,75,81,51,66,robotics engineer,1020000
14051,61,99,86,73,63,83,finance director,1260000
14052,75,62,58,54,53,65,junior developer,160000
14053,77,91,51,97,66,73,senior developer,530000
14054,55,89,97,63,55,63,robotics engineer,850000
14055,91,90,88,81,53,89,junior developer,180000
14056,50,60,67,82,89,93,junior developer,120000
14057,56,63,81,99,59,64,senior developer,560000
14058,86,99,63,62,71,52,robotics engineer,930000
14059,65,61,59,92,69,96,developer,230000
14060,89,86,72,92,95,87,senior developer,610000
14061,75,78,78,71,98,63,developer,320000
14062,59,61,71,78,53,76,data scientist,710000
14063,66,59,71,62,58,86,economist,390000
14064,69,72,89,65,73,58,developer,260000
14065,57,81,97,99,84,90,junior developer,150000
14066,93,92,69,95,79,60,developer,340000
14067,90,95,75,62,83,63,economist,380000
14068,71,91,98,77,96,55,finance director,1370000
14069,68,99,84,52,68,75,senior developer,670000
14070,56,79,66,99,73,81,logistics manager,570000
14071,70,96,92,70,52,88,logistics manager,520000
14072,95,69,93,52,65,79,junior developer,180000
14073,76,92,64,74,59,85,junior developer,170000
14074,82,93,83,69,76,77,developer,330000
14075,66,88,88,78,68,73,logistics manager,620000
14076,60,99,95,83,71,75,logistics manager,580000
14077,99,91,63,81,98,94,junior developer,210000
14078,84,92,50,54,96,93,robotics engineer,820000
14079,80,52,72,59,81,69,junior developer,120000
14080,76,82,50,75,86,67,developer,360000
14081,98,62,67,91,59,63,robotics engineer,880000
14082,87,69,52,65,91,86,finance director,1180000
14083,98,73,62,85,62,69,junior developer,200000
14084,74,53,92,96,87,57,logistics manager,550000
14085,75,56,84,86,52,90,junior developer,120000
14086,69,91,87,79,64,60,senior developer,600000
14087,73,78,82,95,50,66,developer,320000
14088,52,51,62,65,79,78,senior developer,450000
14089,87,73,54,50,77,85,finance director,1140000
14090,85,91,87,65,83,78,data scientist,900000
14091,54,97,67,75,68,62,developer,320000
14092,53,79,88,87,54,96,junior developer,140000
14093,92,66,74,93,74,83,economist,360000
14094,67,59,70,63,59,58,data scientist,740000
14095,97,64,62,82,70,61,economist,430000
14096,67,82,51,77,85,87,senior developer,560000
14097,91,80,91,93,76,97,junior developer,200000
14098,55,55,95,90,89,89,senior developer,510000
14099,77,69,93,82,59,81,data scientist,790000
14100,72,81,81,60,87,65,senior developer,540000
14101,55,74,84,84,98,68,finance director,1260000
14102,52,84,71,92,84,54,senior developer,610000
14103,70,60,77,73,70,81,economist,410000
14104,54,53,55,52,88,82,economist,380000
14105,96,91,53,58,97,89,robotics engineer,1020000
14106,90,69,53,86,64,64,finance director,980000
14107,97,90,84,94,87,80,finance director,1520000
14108,89,50,92,93,91,70,finance director,1270000
14109,78,93,69,60,58,50,data scientist,960000
14110,97,79,74,66,92,95,logistics manager,570000
14111,55,84,72,69,97,71,developer,310000
14112,75,74,92,74,90,75,robotics engineer,870000
14113,74,58,78,77,61,91,robotics engineer,960000
14114,86,93,89,53,64,73,data scientist,930000
14115,92,60,77,78,69,68,developer,300000
14116,76,99,52,69,98,98,senior developer,620000
14117,60,64,98,86,64,96,robotics engineer,910000
14118,94,87,59,80,54,52,robotics engineer,1140000
14119,74,66,66,64,64,67,finance director,1010000
14120,53,58,69,83,77,51,logistics manager,430000
14121,78,61,77,94,66,86,finance director,1240000
14122,70,80,57,54,57,69,junior developer,140000
14123,75,67,65,68,53,99,robotics engineer,910000
14124,97,64,58,91,89,93,senior developer,600000
14125,74,65,87,58,67,68,developer,270000
14126,87,87,93,74,66,75,senior developer,680000
14127,84,96,55,73,98,77,data scientist,910000
14128,64,99,76,72,83,96,senior developer,600000
14129,97,98,81,64,81,84,economist,490000
14130,87,55,66,55,72,50,senior developer,440000
14131,78,82,80,76,63,67,developer,370000
14132,58,57,60,55,74,91,junior developer,140000
14133,94,93,96,77,51,83,data scientist,910000
14134,50,77,50,86,66,51,junior developer,120000
14135,93,87,88,72,94,94,junior developer,180000
14136,73,59,61,89,59,73,developer,230000
14137,63,66,75,84,71,50,developer,260000
14138,60,92,67,68,82,72,data scientist,820000
14139,75,71,65,68,86,60,data scientist,750000
14140,63,55,50,54,88,82,robotics engineer,590000
14141,71,56,58,60,98,81,data scientist,650000
14142,56,73,95,98,91,59,data scientist,670000
14143,61,73,81,67,81,54,robotics engineer,840000
14144,66,94,81,92,99,87,robotics engineer,960000
14145,71,74,86,78,86,93,developer,320000
14146,88,51,75,76,82,88,finance director,1350000
14147,82,66,77,56,64,50,junior developer,150000
14148,78,51,81,76,66,74,finance director,1240000
14149,50,72,61,81,98,53,developer,250000
14150,91,97,65,82,62,91,developer,400000
14151,98,87,80,50,50,77,developer,410000
14152,75,59,58,83,61,86,economist,360000
14153,93,78,78,55,69,98,logistics manager,580000
14154,95,64,59,97,79,62,data scientist,630000
14155,88,93,74,89,58,81,logistics manager,510000
14156,71,83,64,79,62,63,logistics manager,530000
14157,65,90,51,53,60,62,economist,290000
14158,75,94,78,85,82,81,junior developer,200000
14159,54,98,58,99,79,60,economist,400000
14160,91,63,95,80,97,95,developer,320000
14161,81,96,82,55,70,93,finance director,1160000
14162,83,68,80,73,72,86,senior developer,560000
14163,85,96,97,61,63,92,economist,490000
14164,68,67,75,89,96,79,robotics engineer,1000000
14165,54,72,76,94,98,73,robotics engineer,890000
14166,92,77,76,97,56,77,economist,380000
14167,67,80,55,68,82,52,developer,290000
14168,68,73,81,89,84,75,logistics manager,530000
14169,83,74,51,63,86,68,logistics manager,530000
14170,79,61,81,73,66,76,junior developer,130000
14171,67,55,51,74,80,62,junior developer,130000
14172,66,98,75,57,55,93,robotics engineer,1000000
14173,88,80,94,86,89,60,logistics manager,600000
14174,90,57,82,99,72,92,logistics manager,550000
14175,84,73,58,96,54,58,data scientist,820000
14176,65,75,58,80,94,81,data scientist,710000
14177,76,88,50,96,97,60,junior developer,190000
14178,72,79,83,68,79,95,robotics engineer,890000
14179,62,92,58,74,69,91,logistics manager,560000
14180,84,96,65,65,55,57,robotics engineer,890000
14181,54,86,81,73,79,69,junior developer,130000
14182,63,73,90,64,82,86,developer,260000
14183,87,70,80,80,81,78,finance director,1350000
14184,88,55,81,55,89,73,finance director,1190000
14185,58,66,61,90,64,78,senior developer,480000
14186,55,80,89,99,55,58,junior developer,130000
14187,63,87,82,83,52,62,data scientist,950000
14188,57,76,76,83,91,97,senior developer,570000
14189,97,95,61,77,89,99,robotics engineer,940000
14190,53,94,98,78,85,83,junior developer,170000
14191,63,89,73,66,76,79,economist,420000
14192,82,82,97,87,59,68,logistics manager,550000
14193,85,51,56,53,77,91,senior developer,440000
14194,79,70,74,87,71,87,senior developer,490000
14195,73,95,86,58,73,94,logistics manager,600000
14196,85,77,65,97,74,98,finance director,1230000
14197,96,84,52,58,88,76,junior developer,170000
14198,66,91,80,77,77,63,senior developer,670000
14199,81,70,91,96,66,93,logistics manager,530000
14200,92,82,56,75,68,58,finance director,1020000
14201,89,63,94,63,70,57,developer,260000
14202,53,78,84,90,68,53,data scientist,730000
14203,77,51,66,90,58,62,finance director,890000
14204,86,75,59,69,87,53,data scientist,710000
14205,90,52,94,50,50,95,senior developer,510000
14206,72,91,81,91,71,52,robotics engineer,1010000
14207,54,54,66,74,80,98,robotics engineer,760000
14208,82,63,96,59,66,95,logistics manager,550000
14209,52,50,84,82,62,84,developer,240000
14210,94,99,85,85,93,69,junior developer,230000
14211,57,95,87,91,71,93,finance director,1450000
14212,52,66,77,72,83,65,developer,270000
14213,68,80,56,81,56,64,junior developer,160000
14214,92,72,58,98,89,66,finance director,990000
14215,98,65,89,98,87,69,logistics manager,650000
14216,98,66,92,73,97,91,senior developer,580000
14217,59,53,56,78,56,99,developer,260000
14218,92,51,58,61,51,59,developer,300000
14219,63,62,83,72,88,87,junior developer,120000
14220,74,76,81,61,64,90,data scientist,800000
14221,84,53,78,66,66,70,finance director,1090000
14222,61,58,80,54,57,99,robotics engineer,790000
14223,53,79,99,88,68,93,developer,320000
14224,60,74,79,51,76,74,junior developer,120000
14225,74,71,82,84,99,69,junior developer,140000
14226,89,86,93,71,87,59,logistics manager,700000
14227,99,69,75,84,87,51,logistics manager,520000
14228,76,82,50,74,94,77,finance director,1080000
14229,55,86,54,87,90,91,logistics manager,520000
14230,67,53,80,55,63,67,developer,240000
14231,94,84,68,93,88,93,robotics engineer,1230000
14232,58,72,64,73,97,61,robotics engineer,890000
